TP_FAIXA_ETARIA,SEXO,TP_COR_RACA,TP_ESCOLA,MUNIC_ESCOLA,SG_UF_ESC,NO_MUNICIPIO_PROVA,UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NOTA_REDACAO,nota_final
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,550.2,542.4,544.0,577.8,580.0,558.88
17 anos,F,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,545.3,401.1,381.4,496.9,760.0,516.9399999999999
17 anos,M,Branco,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,595.4,687.6,582.8,714.9,900.0,696.14
18 anos,M,Pardo,Pública,Mauá,SP,Santo André,SP,1,1,1,1,648.3,654.2,631.7,816.3,640.0,678.1
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,500.8,658.4,498.6,579.8,800.0,607.52
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,443.0,585.7,532.6,433.5,580.0,514.96
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,446.9,579.4,512.7,524.7,620.0,536.74
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,458.6,582.7,542.3,658.9,480.0,544.5
17 anos,M,Pardo,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,477.1,509.1,511.1,643.7,660.0,560.2
17 anos,F,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,607.6,616.5,583.4,642.4,660.0,621.98
17 anos,F,Pardo,Pública,,,Santo André,SP,1,1,1,1,433.1,358.8,390.0,369.3,440.0,398.24
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,409.1,442.6,471.4,537.5,680.0,508.12
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,500.7,557.0,530.3,507.3,720.0,563.0600000000001
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,510.4,587.3,554.5,645.6,680.0,595.5600000000001
17 anos,M,Amarelo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,580.7,533.8,591.6,748.9,700.0,631.0
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,581.4,614.4,626.3,617.6,540.0,595.9399999999999
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,722.6,732.9,716.7,834.3,840.0,769.3000000000001
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,376.7,458.8,421.2,401.3,520.0,435.6
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,444.3,516.2,460.8,465.0,540.0,485.26000000000005
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,611.6,602.9,547.0,571.9,780.0,622.6800000000001
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,557.2,537.6,471.9,506.1,780.0,570.5600000000001
18 anos,F,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,405.7,519.0,499.4,403.0,520.0,469.41999999999996
17 anos,F,Branco,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,415.4,454.9,499.8,427.1,560.0,471.43999999999994
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,519.7,558.5,519.5,586.3,720.0,580.8
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,642.1,628.0,604.3,688.6,780.0,668.6
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,619.9,567.8,560.9,749.5,580.0,615.6200000000001
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,621.0,694.1,652.0,701.8,800.0,693.78
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,390.8,417.0,393.2,457.5,500.0,431.7
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,492.3,599.2,554.4,617.7,680.0,588.72
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,677.7,752.5,709.7,807.9,940.0,777.5600000000001
18 anos,F,Preto,Pública,,,Santo André,SP,1,1,1,1,387.2,402.9,496.6,452.5,580.0,463.84000000000003
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,627.5,636.2,576.7,660.5,800.0,660.1800000000001
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,361.2,441.8,449.2,511.3,420.0,436.7
24 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,563.9,636.3,602.0,525.9,640.0,593.62
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,451.7,605.1,553.6,612.6,700.0,584.6
21 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,567.0,714.3,690.0,507.2,680.0,631.7
Entre 31 e 35 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,501.4,531.9,508.4,430.8,400.0,474.5
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,582.6,628.8,583.8,664.0,840.0,659.8399999999999
20 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,539.0,629.9,620.0,665.2,780.0,646.8199999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,459.2,563.4,514.7,570.6,760.0,573.58
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,551.5,595.0,570.3,585.8,800.0,620.52
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,562.0,602.5,586.2,705.1,600.0,611.1600000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,533.8,633.8,562.4,645.0,760.0,627.0
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,754.1,732.4,665.2,784.0,840.0,755.1400000000001
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,553.1,524.7,490.0,725.0,760.0,610.5600000000001
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,579.7,625.8,594.1,678.2,620.0,619.5600000000001
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,454.8,593.6,490.5,455.2,360.0,470.82
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,373.9,529.8,442.3,570.9,800.0,543.3799999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,534.2,617.4,584.7,628.9,600.0,593.04
20 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,529.3,613.6,581.5,530.3,520.0,554.9399999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,598.1,624.9,603.4,759.2,900.0,697.1200000000001
17 anos,F,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,552.0,555.6,607.0,706.4,700.0,624.2
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,614.4,714.0,648.3,658.0,920.0,710.9399999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,662.6,601.7,595.1,704.6,940.0,700.8
18 anos,M,Amarelo,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,482.3,420.9,394.3,594.0,0.0,378.3
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,650.8,679.3,595.5,828.7,760.0,702.86
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,502.6,574.6,525.9,666.8,560.0,565.98
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,623.4,682.9,609.4,679.1,800.0,678.96
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,626.4,634.1,570.5,665.6,640.0,627.3199999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,507.6,539.9,533.8,508.1,800.0,577.88
18 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,414.0,583.0,570.5,568.5,740.0,575.2
18 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,529.9,594.6,569.4,621.8,840.0,631.14
18 anos,M,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,629.4,621.2,578.6,688.4,740.0,651.5200000000001
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,620.9,676.9,663.4,691.0,880.0,706.44
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,476.5,482.2,500.2,443.4,920.0,564.46
17 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,584.0,608.6,589.5,548.9,480.0,562.2
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,510.1,601.2,570.6,598.6,580.0,572.1
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,418.1,504.0,533.6,547.4,680.0,536.62
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,463.4,539.8,531.8,478.1,560.0,514.62
23 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,584.0,618.7,599.9,613.2,700.0,623.1600000000001
18 anos,F,Branco,Pública,Mauá,SP,Santo André,SP,1,1,1,1,449.2,534.1,466.8,371.8,520.0,468.38
18 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,536.9,572.7,583.6,543.3,540.0,555.3
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,556.8,517.6,467.8,494.6,560.0,519.36
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,685.8,705.5,642.9,832.1,860.0,745.26
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,564.0,622.6,594.8,583.7,820.0,637.02
25 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,401.6,476.7,525.7,439.1,560.0,480.62000000000006
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,635.9,628.4,572.5,716.1,860.0,682.58
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,460.8,506.7,574.4,528.3,540.0,522.04
17 anos,F,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,589.9,549.5,583.0,668.1,640.0,606.1
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,655.1,749.3,572.4,580.5,920.0,695.46
Entre 31 e 35 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,537.0,683.8,582.2,475.2,560.0,567.64
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,568.8,527.7,499.0,659.4,920.0,634.9799999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,596.6,638.7,611.8,691.6,740.0,655.74
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,423.8,517.8,534.3,683.7,520.0,535.92
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,584.2,557.3,495.2,604.9,360.0,520.3199999999999
17 anos,M,Pardo,Privada,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,511.2,447.1,510.1,650.1,620.0,547.7
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,717.1,732.1,654.6,817.2,840.0,752.2
18 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,576.7,551.3,585.1,691.3,540.0,588.8799999999999
19 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,572.6,606.4,561.9,643.7,620.0,600.9200000000001
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,513.6,571.4,569.5,632.9,760.0,609.48
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,538.0,464.5,515.4,455.6,600.0,514.7
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,481.5,672.1,575.2,654.5,860.0,648.6600000000001
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,386.4,486.2,483.6,507.6,480.0,468.76000000000005
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,610.4,723.3,648.3,510.3,360.0,570.46
17 anos,F,Pardo,Pública,São Paulo,SP,Santo André,SP,1,1,1,1,402.5,434.6,456.6,430.5,560.0,456.84
18 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,531.3,542.5,557.9,755.6,720.0,621.46
Entre 26 e 30 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,565.8,632.5,605.6,677.3,600.0,616.24
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,639.1,636.7,602.6,692.1,700.0,654.1
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,425.9,550.9,484.1,469.1,440.0,474.0
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,434.2,437.8,491.2,512.5,780.0,531.14
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,452.7,639.7,593.8,391.7,800.0,575.5799999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,541.6,622.8,558.5,528.2,920.0,634.22
21 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,397.4,538.4,546.7,580.7,680.0,548.6400000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,561.0,586.3,559.4,607.2,760.0,614.78
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,376.6,468.5,479.6,563.8,640.0,505.7
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,570.5,631.8,585.9,554.3,680.0,604.5
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,549.9,650.6,569.2,616.5,820.0,641.24
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,624.6,694.7,610.7,762.0,680.0,674.4
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,486.8,501.2,506.8,442.4,540.0,495.43999999999994
17 anos,F,Branco,Pública,Mauá,SP,Santo André,SP,1,1,1,1,540.3,566.9,575.5,634.6,640.0,591.46
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,547.9,554.9,586.7,611.0,620.0,584.1
17 anos,F,Branco,Privada,São Paulo,SP,Santo André,SP,1,1,1,1,359.6,377.5,464.1,420.4,840.0,492.32
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,587.4,700.5,619.5,700.4,620.0,645.5600000000001
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,501.4,580.0,581.5,655.9,900.0,643.76
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,598.4,667.5,638.5,697.2,920.0,704.3199999999999
Entre 26 e 30 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,743.6,704.0,656.0,887.2,940.0,786.1600000000001
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,557.6,592.2,562.4,633.7,580.0,585.1800000000001
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,560.8,610.4,565.5,690.0,700.0,625.3399999999999
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,566.7,589.0,623.0,683.1,760.0,644.36
17 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,590.7,636.3,627.4,669.7,760.0,656.82
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,500.9,554.8,544.2,489.8,860.0,589.9399999999999
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,428.0,404.1,472.1,404.6,520.0,445.76000000000005
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,614.5,523.1,562.6,726.2,840.0,653.28
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,554.9,506.9,549.8,700.3,540.0,570.3799999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,691.8,657.4,573.8,691.9,640.0,650.9799999999999
Entre 31 e 35 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,553.7,553.2,551.5,703.8,600.0,592.4399999999999
19 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,489.1,553.4,494.7,475.8,360.0,474.6
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,428.5,386.7,519.7,565.2,440.0,468.0200000000001
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,513.3,547.4,507.5,672.4,600.0,568.12
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,617.2,603.4,595.7,703.2,880.0,679.9
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,430.9,422.3,472.9,392.2,580.0,459.66
18 anos,M,Branco,Pública,São Sebastião,SP,Santo André,SP,1,1,1,1,631.4,628.6,604.3,733.9,960.0,711.64
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,668.4,708.2,678.2,798.2,840.0,738.6
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,606.9,575.3,596.1,641.7,680.0,620.0
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,425.8,412.8,398.6,400.1,540.0,435.46000000000004
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,512.1,631.3,637.3,508.4,700.0,597.8199999999999
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,526.3,599.6,618.3,613.0,720.0,615.4399999999999
18 anos,M,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,565.9,580.4,624.4,683.7,840.0,658.88
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,596.1,647.4,607.6,623.6,800.0,654.94
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,535.7,521.7,554.5,585.7,660.0,571.5200000000001
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,495.3,589.6,541.1,538.4,660.0,564.88
17 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,481.2,614.8,608.6,580.2,560.0,568.96
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,523.2,578.2,576.6,725.3,780.0,636.6600000000001
18 anos,M,Pardo,Pública,,,Santo André,SP,1,1,1,1,468.5,488.9,467.0,523.0,440.0,477.48
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,517.8,522.8,565.1,592.6,320.0,503.66
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,587.9,633.0,584.7,675.7,720.0,640.26
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,472.2,515.0,557.9,506.6,560.0,522.3399999999999
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,506.9,571.4,556.9,584.7,600.0,563.98
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,515.2,570.6,539.5,725.3,820.0,634.12
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,469.9,482.6,421.0,359.5,400.0,426.6
17 anos,F,Branco,Pública,São Caetano do Sul,SP,Santo André,SP,1,1,1,1,611.8,603.3,553.5,676.0,720.0,632.92
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,587.5,631.5,528.3,550.0,700.0,599.46
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,442.7,583.4,607.0,539.7,640.0,562.5600000000001
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,568.6,574.7,550.7,630.3,740.0,612.86
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,654.9,677.2,577.7,587.0,880.0,675.36
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,397.1,423.3,384.1,447.6,780.0,486.4200000000001
17 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,544.0,632.6,614.5,628.9,760.0,636.0
17 anos,M,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,511.8,533.1,568.9,639.5,680.0,586.66
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,473.0,391.6,474.3,577.5,680.0,519.28
18 anos,F,Pardo,Pública,Santo André,SP,Santo André,SP,1,1,1,1,454.5,475.3,462.8,369.8,540.0,460.4799999999999
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,367.7,446.1,496.5,435.6,580.0,465.18
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,449.4,452.2,525.2,682.1,620.0,545.78
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,574.1,619.1,592.5,556.2,660.0,600.38
20 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,591.3,699.3,655.3,623.5,880.0,689.8799999999999
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,470.0,441.4,498.9,672.7,620.0,540.6
18 anos,F,Não Declarado,Privada,Santo André,SP,Santo André,SP,1,1,1,1,463.8,486.3,480.9,572.2,720.0,544.64
17 anos,M,Preto,Pública,Santo André,SP,Santo André,SP,1,1,1,1,565.7,599.4,531.6,672.7,800.0,633.88
17 anos,F,Branco,Pública,São Bernardo do Campo,SP,Santo André,SP,1,1,1,1,514.5,582.8,543.9,634.4,620.0,579.1200000000001
23 anos,M,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,415.2,534.1,502.3,512.0,540.0,500.71999999999997
19 anos,F,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,707.7,701.9,633.9,748.5,960.0,750.4
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,554.5,469.4,549.3,650.1,860.0,616.66
18 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,583.1,595.2,525.5,648.0,620.0,594.36
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,509.2,496.0,463.2,707.4,560.0,547.1600000000001
Entre 26 e 30 anos,M,Não Declarado,Não respondeu,,,Santo André,SP,1,1,1,1,527.8,699.0,613.1,575.0,580.0,598.98
Entre 36 e 40 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,674.6,676.6,605.0,716.0,900.0,714.4399999999999
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,655.3,670.0,613.2,688.7,620.0,649.4399999999999
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,573.7,653.4,585.4,726.0,680.0,643.7
18 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,485.3,648.1,609.5,606.8,720.0,613.9399999999999
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,557.7,550.8,604.3,712.1,680.0,620.98
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,719.1,716.5,647.8,927.4,940.0,790.1600000000001
19 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,472.3,600.0,518.1,513.7,620.0,544.8199999999999
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,614.8,642.6,570.7,714.6,620.0,632.5400000000001
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,518.0,617.2,597.2,641.9,740.0,622.86
18 anos,M,Branco,Pública,,,Santo André,SP,1,1,1,1,445.1,609.4,579.5,522.5,620.0,555.3
19 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,588.5,687.5,589.5,667.3,720.0,650.5600000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,491.2,536.5,556.6,595.3,780.0,591.92
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,579.4,626.5,588.6,559.4,540.0,578.78
17 anos,M,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,468.0,443.7,434.7,495.0,540.0,476.28000000000003
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,637.2,658.6,607.7,708.8,860.0,694.46
21 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,569.4,663.9,602.2,566.1,880.0,656.3199999999999
17 anos,M,Preto,Privada,Santo André,SP,Santo André,SP,1,1,1,1,535.3,555.6,519.4,557.1,540.0,541.48
17 anos,M,Pardo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,421.6,388.3,519.9,390.9,580.0,460.14
18 anos,M,Branco,Privada,,,Santo André,SP,1,1,1,1,373.4,421.8,380.1,434.0,400.0,401.86
18 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,631.6,673.9,607.9,727.8,800.0,688.24
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,444.1,557.5,581.1,644.5,540.0,553.4399999999999
23 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,523.5,557.2,530.3,575.6,700.0,577.3199999999999
18 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,441.9,510.4,520.4,411.1,640.0,504.76000000000005
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,364.2,383.5,430.2,433.6,440.0,410.3
17 anos,M,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,577.3,635.9,596.7,642.3,500.0,590.4399999999999
18 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,397.6,426.1,465.9,540.7,600.0,486.06000000000006
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,585.3,568.1,588.5,656.6,660.0,611.7
Entre 26 e 30 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,596.4,561.6,595.6,725.8,640.0,623.8799999999999
Entre 26 e 30 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,484.9,595.6,488.2,513.7,580.0,532.48
22 anos,M,Pardo,Não respondeu,,,Santo André,SP,1,1,1,1,531.3,628.2,551.1,632.6,300.0,528.64
17 anos,F,Branco,Pública,Santo André,SP,Santo André,SP,1,1,1,1,469.6,567.9,574.2,572.3,660.0,568.8
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,744.4,789.9,693.6,901.7,920.0,809.92
17 anos,F,Branco,Privada,,,Santo André,SP,1,1,1,1,489.5,607.3,559.4,532.1,560.0,549.6600000000001
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,540.0,538.7,538.1,556.8,640.0,562.72
18 anos,F,Branco,Pública,,,Santo André,SP,1,1,1,1,593.5,607.6,588.3,641.7,680.0,622.22
21 anos,F,Preto,Não respondeu,,,Santo André,SP,1,1,1,1,396.8,525.6,504.1,474.3,600.0,500.16
17 anos,F,Amarelo,Privada,Santo André,SP,Santo André,SP,1,1,1,1,646.9,663.9,672.3,763.4,780.0,705.3
22 anos,F,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,495.6,538.4,467.9,439.3,640.0,516.24
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,643.0,632.6,579.9,707.4,880.0,688.58
18 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,672.6,509.5,567.0,796.5,800.0,669.12
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,569.9,645.2,561.4,645.3,740.0,632.36
20 anos,M,Branco,Não respondeu,,,Santo André,SP,1,1,1,1,437.8,469.9,537.8,410.8,700.0,511.26000000000005
17 anos,F,Branco,Privada,Santo André,SP,Santo André,SP,1,1,1,1,470.8,452.9,383.7,453.8,720.0,496.23999999999995
